,entity_lang,entity_txt,entity_ids,sitelinks
2213,es,condado de sullivan (nuevo hampshire),['Q54444'],[45]
2214,es,condado de ulster,['Q56152'],[51]
2215,es,"condado de ulster, nueva york",['Q56152'],[51]
2216,es,condado de weber,['Q26754'],[44]
2217,es,"condado de weber, utah",['Q26754'],[44]
2218,es,condado de windham,['Q54251'],[47]
2219,es,condado de windham (connecticut),['Q54251'],[47]
2220,es,condado de york,['Q163'],[86]
2221,es,condensador eléctrico,['Q5322'],[122]
2222,es,conejito,['Q9394'],[130]
2223,es,conejo,['Q9394'],[130]
2224,es,conferencia africana,['Q13582'],[53]
2225,es,conferencia de berlín,['Q13582'],[53]
2226,es,confitura,['Q1269'],[60]
2227,es,conflicto arabe-israeli,['Q8669'],[100]
2228,es,conflicto del golfo,['Q37643'],[109]
2229,es,conflicto árabe-israelí,['Q8669'],[100]
2230,es,congo,"['Q3503', 'Q35930']","[147, 78]"
2231,es,congo r,['Q35930'],[78]
2232,es,congo r.,['Q35930'],[78]
2233,es,conjunto de borobudur,['Q42798'],[91]
2234,es,conon de bethune,['Q5659'],[22]
2235,es,conon de béthune,['Q5659'],[22]
2236,es,conservacion de la energia,['Q11382'],[97]
2237,es,conservación de la energía,['Q11382'],[97]
2238,es,conspiraciones del 11-s,"['Q22763', 'Q22763']","[38, 38]"
2239,es,conspiraciones del 9/11,['Q22763'],[38]
2240,es,conspiración del 11-s,['Q22763'],[38]
2241,es,conspiración del 9/11,['Q22763'],[38]
2242,es,constantino lascaris,['Q37092'],[34]
2243,es,constantino láscaris,['Q37092'],[34]
2244,es,constantinopla,['Q16869'],[116]
2245,es,continente antartico,['Q51'],[295]
2246,es,continente antártico,['Q51'],[295]
2247,es,continente austral,['Q51'],[295]
2248,es,copa del mundo de esqui alpino,['Q982'],[33]
2249,es,copa del mundo de esquí alpino,['Q982'],[33]
2250,es,copernico,['Q619'],[196]
2251,es,copérnico,['Q619'],[196]
2252,es,coque,['Q37453'],[123]
2253,es,coriandreae,['Q41611'],[121]
2254,es,coriandro,['Q41611'],[121]
2255,es,coriandropsis syriaca,['Q41611'],[121]
2256,es,coriandrum diversifolium,['Q41611'],[121]
2257,es,coriandrum globosum,['Q41611'],[121]
2258,es,coriandrum majus,['Q41611'],[121]
2259,es,coriandrum sativum,['Q41611'],[121]
2260,es,cormobionta,['Q27133'],[75]
2261,es,cormobionte,['Q27133'],[75]
2262,es,cormofita,['Q27133'],[75]
2263,es,cormofitas,['Q27133'],[75]
2264,es,cormofitos,['Q27133'],[75]
2265,es,cormophyta,['Q27133'],[75]
2266,es,cormófita,['Q27133'],[75]
2267,es,cormófitas,['Q27133'],[75]
2268,es,corneja negra,['Q26198'],[87]
2269,es,corona,['Q45926'],[31]
2270,es,corona circular,['Q45926'],[31]
2271,es,corona de portugal,['Q45670'],[56]
2272,es,coronillaceae,['Q44448'],[104]
2273,es,corporación kia,['Q35349'],[69]
2274,es,corriente de labrador,['Q47954'],[46]
2275,es,corriente del labrador,['Q47954'],[46]
2276,es,corriente electrica,['Q11651'],[127]
2277,es,corriente eléctrica,['Q11651'],[127]
2278,es,corte internacional de justicia,['Q7801'],[118]
2279,es,corte penal internacional,['Q47488'],[99]
2280,es,corteza auditiva,['Q18676'],[13]
2281,es,corteza auditiva primaria,['Q18676'],[13]
2282,es,corvey,['Q56004'],[38]
2283,es,corvus corone,['Q26198'],[87]
2284,es,cosme de medici,['Q48544'],[58]
2285,es,cosme de medicis,['Q48544'],[58]
2286,es,cosme de médici,['Q48544'],[58]
2287,es,cosme de médicis,['Q48544'],[58]
2288,es,cosme el viejo,['Q48544'],[58]
2289,es,cosmic background explorer,['Q49445'],[32]
2290,es,cosmic background explorer (cobe),['Q49445'],[32]
2291,es,cosmos 426,['Q53542'],[9]
2292,es,cosmos 936,['Q25919'],[10]
2293,es,cpu,['Q5300'],[103]
2294,es,crashdiet,['Q46252'],[17]
2295,es,crashdïet,['Q46252'],[17]
2296,es,creative commons,['Q43449'],[95]
2297,es,creativecommons,['Q43449'],[95]
2298,es,crespia,['Q13610'],[30]
2299,es,crespiá,['Q13610'],[30]
2300,es,cretacico,['Q44626'],[95]
2301,es,cretáceo,['Q44626'],[95]
2302,es,cretácico,['Q44626'],[95]
2303,es,criminalistica,['Q43504'],[40]
2304,es,criminalística,['Q43504'],[40]
2305,es,criollo de reunion,['Q13198'],[22]
2306,es,criollo de reunión,['Q13198'],[22]
2307,es,criollo principense,['Q36520'],[14]
2308,es,criollos de base francesa,['Q33260'],[16]
2309,es,cristal de roca,['Q43010'],[91]
2310,es,cristian battocchio,['Q10785'],[18]
2311,es,cristian damián battocchio,['Q10785'],[18]
2312,es,cristianía,['Q585'],[229]
2313,es,crnjanski,['Q31215'],[27]
2314,es,crueldad animal,['Q40053'],[45]
2315,es,crueldad hacia los animales,['Q40053'],[45]
2316,es,cruz esvastica,['Q45513'],[97]
2317,es,cruz esvástica,['Q45513'],[97]
2318,es,cruz gamada,['Q45513'],[97]
2319,es,críalo piquigrueso,['Q18922'],[21]
2320,es,cs,['Q13996'],[72]
2321,es,cska de moscu,['Q32140'],[25]
2322,es,cska de moscú,['Q32140'],[25]
2323,es,cska moscu,['Q32140'],[25]
2324,es,cska moscú,['Q32140'],[25]
2325,es,csr,['Q48404'],[11]
2326,es,css,['Q46441'],[122]
2327,es,ctenorchis,['Q21139'],[26]
2328,es,cuantrillo,['Q41611'],[121]
2329,es,cuark b,['Q6786'],[47]
2330,es,cuark fondo,['Q6786'],[47]
2331,es,cuarzo,['Q43010'],[91]
2332,es,cuarzo de diversos colores,['Q43010'],[91]
2333,es,cuarzo hialino,['Q43010'],[91]
2334,es,cuarzo rosa,['Q43010'],[91]
2335,es,cuatro ojos,['Q37501'],[133]
2336,es,cuatro tanquistas y un perro.,['Q990'],[19]
2337,es,cuento de hadas artistico,['Q24723'],[10]
2338,es,cuento de hadas artístico,['Q24723'],[10]
2339,es,cuento de hadas culto,['Q24723'],[10]
2340,es,cuento de hadas literario,['Q24723'],[10]
2341,es,cuerpo planetario,['Q634'],[245]
2342,es,cugliate fabiasco,['Q39650'],[46]
2343,es,cugliate-fabiasco,['Q39650'],[46]
2344,es,cuidados paliativos,['Q29483'],[40]
2345,es,cultura neolitica,['Q36422'],[117]
2346,es,cultura neolítica,['Q36422'],[117]
2347,es,cumulo de ptolomeo,['Q11234'],[58]
2348,es,curas paliativas,['Q29483'],[40]
2349,es,curazao y dependencias,['Q25227'],[126]
2350,es,curiosity,['Q48485'],[55]
2351,es,curva eliptica,['Q40112'],[99]
2352,es,curva elíptica,['Q40112'],[99]
2353,es,curva parametrica,['Q35889'],[32]
2354,es,curva paramétrica,['Q35889'],[32]
2355,es,cusco collao,['Q36555'],[8]
2356,es,cusco-collao,['Q36555'],[8]
2357,es,cuter,['Q23769'],[19]
2358,es,cuzco collao,['Q36555'],[8]
2359,es,cuzco-collao,['Q36555'],[8]
2360,es,cxr,['Q25226'],[100]
2361,es,czterej pancerni i pies,['Q990'],[19]
2362,es,càstore,['Q30446'],[25]
2363,es,cádiz,['Q15682'],[109]
2364,es,cálice,['Q17109'],[51]
2365,es,cástor,['Q30446'],[25]
2366,es,cáucaso del norte,['Q37736'],[78]
2367,es,cáucaso norte,['Q37736'],[78]
2368,es,cão da serra de aires,['Q37734'],[22]
2369,es,cão de agua portugues,['Q38559'],[28]
2370,es,cão de agua português,['Q38559'],[28]
2371,es,cão de água português,['Q38559'],[28]
2372,es,célula procariota,['Q19081'],[99]
2373,es,célula procariótica,['Q19081'],[99]
2374,es,césar,['Q29288'],[9]
2375,es,círculo de fuego del pacífico,['Q18783'],[70]
2376,es,cócono,['Q26844'],[65]
2377,es,código penal,['Q19705'],[27]
2378,es,cúmulo,['Q14189'],[64]
2379,es,cúmulo de ptolomeo,['Q11234'],[58]
2380,es,cúmulus,['Q14189'],[64]
2381,es,cúter,['Q23769'],[19]
2382,es,d. f.,['Q1489'],[237]
2383,es,d:,['Q2013'],[125]
2384,es,da,['Q46523'],[43]
2385,es,dachsbracke de los alpes,['Q37498'],[23]
2386,es,dado,['Q45089'],[87]
2387,es,dados,['Q45089'],[87]
2388,es,daichi,['Q49480'],[16]
2389,es,daimler,['Q27530'],[70]
2390,es,daimler ag,['Q27530'],[70]
2391,es,daimler-benz ag,['Q27530'],[70]
2392,es,daimlerchrysler,['Q27530'],[70]
2393,es,daimlerchrysler ag,['Q27530'],[70]
2394,es,damasco,['Q37453'],[123]
2395,es,damascos,['Q37453'],[123]
2396,es,damasquillo,['Q37453'],[123]
2397,es,damia campeny,['Q12756'],[9]
2398,es,damià campeny,['Q12756'],[9]
2399,es,dampierre-et-flee,['Q24949'],[40]
2400,es,dampierre-et-flée,['Q24949'],[40]
2401,es,dances with wolves,['Q20456'],[62]
2402,es,dandie dinmont,['Q38336'],[27]
2403,es,dandie dinmont terrier,['Q38336'],[27]
2404,es,dani devitto,['Q26806'],[82]
2405,es,dani güiza,['Q19041'],[49]
2406,es,daniel alberto passarella,['Q15802'],[55]
2407,es,daniel defoe,['Q40946'],[135]
2408,es,daniel fahrenheit,['Q57073'],[76]
2409,es,daniel foe,['Q40946'],[135]
2410,es,daniel gabriel fahrenheit,['Q57073'],[76]
2411,es,daniel gonzalez guiza,['Q19041'],[49]
2412,es,daniel gonzalez güiza,['Q19041'],[49]
2413,es,daniel gonzález guiza,['Q19041'],[49]
2414,es,daniel gonzález güiza,['Q19041'],[49]
2415,es,daniel guiza,['Q19041'],[49]
2416,es,daniel güiza,['Q19041'],[49]
2417,es,daniel passarella,['Q15802'],[55]
2418,es,danny de vito,['Q26806'],[82]
2419,es,danny devito,['Q26806'],[82]
2420,es,danza con lobos,['Q20456'],[62]
2421,es,darleane c. hoffman,['Q56174'],[20]
2422,es,darleane cristiano hoffman,['Q56174'],[20]
2423,es,das erste,['Q49727'],[36]
2424,es,dassault falcon 2000,['Q26790'],[23]
2425,es,datura stramonium,['Q30959'],[83]
2426,es,datura tatula,['Q30959'],[83]
2427,es,david,['Q40205'],[28]
2428,es,david alexander paterson,['Q11674'],[37]
2429,es,david bowie,['Q5383'],[126]
2430,es,david fiodorovich oistrakh,['Q47120'],[51]
2431,es,david iv de georgia,['Q36760'],[51]
2432,es,david iv el constructor,['Q36760'],[51]
2433,es,david jones,['Q5383'],[126]
2434,es,david oistraj,['Q47120'],[51]
2435,es,david oistrakh,['Q47120'],[51]
2436,es,david paterson,['Q11674'],[37]
2437,es,david robert jones,['Q5383'],[126]
2438,es,david óistraj,['Q47120'],[51]
2439,es,dazed and confused,['Q39975'],[27]
2440,es,db,['Q1232'],[130]
2441,es,dcag,['Q27530'],[70]
2442,es,dd. hh.,['Q8458'],[191]
2443,es,de elio,['Q48684'],[16]
2444,es,de elío,['Q48684'],[16]
2445,es,de havilland dh 110,['Q26225'],[24]
2446,es,de havilland dh.110,['Q26225'],[24]
2447,es,de havilland dh.110 sea vixen,['Q26225'],[24]
2448,es,de havilland sea vixen,['Q26225'],[24]
2449,es,debussy,['Q4700'],[123]
2450,es,declaracion universal de los derechos universales,['Q7813'],[222]
2451,es,declaración universal de los derechos universales,['Q7813'],[222]
2452,es,defensa personal,"['Q40283', 'Q40283']","[52, 52]"
2453,es,defoe,['Q40946'],[135]
2454,es,deinonychus,['Q14405'],[44]
2455,es,deinonychus antirrhopus,['Q14405'],[44]
2456,es,dejan koturović,['Q42255'],[11]
2457,es,dejan kuturovic,['Q42255'],[11]
2458,es,delfin de rio,['Q19078'],[31]
2459,es,delfines de rio,['Q19078'],[31]
2460,es,delfines de río,['Q19078'],[31]
2461,es,delia derbyshire,['Q29544'],[24]
2462,es,delta,['Q43197'],[93]
2463,es,delta de rio,['Q43197'],[93]
2464,es,delta de río,['Q43197'],[93]
2465,es,delta fluvial,['Q43197'],[93]
2466,es,deltas fluviales,['Q43197'],[93]
2467,es,demanio,['Q19652'],[102]
2468,es,democratas por andorra,['Q24863'],[16]
2469,es,democrito,['Q41980'],[141]
2470,es,democrito de abdera,['Q41980'],[141]
2471,es,democritus,['Q41980'],[141]
2472,es,demócratas por andorra,['Q24863'],[16]
2473,es,demócrito,['Q41980'],[141]
2474,es,demócrito de abdera,['Q41980'],[141]
2475,es,dendera,['Q29019'],[43]
2476,es,dendrocopos macei,['Q31804'],[30]
2477,es,dene suline,['Q27692'],[22]
2478,es,dene suliné,['Q27692'],[22]
2479,es,dene sułine,['Q27692'],[22]
2480,es,dene sułiné,['Q27692'],[22]
2481,es,dene sųline,['Q27692'],[22]
2482,es,dene sųliné,['Q27692'],[22]
2483,es,dene sųłine,['Q27692'],[22]
2484,es,dene sųłiné,['Q27692'],[22]
2485,es,denis guennadievich nizhegorodov,['Q15547'],[21]
2486,es,denis nizhegorodov,['Q15547'],[21]
2487,es,densidad de campo magnetico,['Q30204'],[39]
2488,es,densidad de campo magnético,['Q30204'],[39]
2489,es,densidad de flujo magnetico,['Q30204'],[39]
2490,es,densidad de flujo magnético,['Q30204'],[39]
2491,es,departamento de tacuarembo,['Q16587'],[47]
2492,es,departamento de tacuarembó,['Q16587'],[47]
2493,es,departamento del amazonas,['Q44724'],[63]
2494,es,departement du nord,['Q12661'],[97]
2495,es,dependencia,['Q12029'],[99]
2496,es,deporte canino,['Q38936'],[14]
2497,es,deporte con perros,['Q38936'],[14]
2498,es,derechos humanos,['Q8458'],[191]
2499,es,desaparición de varsovia,['Q22796'],[11]
2500,es,desert storm,['Q37643'],[109]
2501,es,desidae,['Q10038'],[18]
2502,es,desobediencia civica,['Q47217'],[70]
2503,es,desobediencia civil,['Q47217'],[70]
2504,es,desobediencia cívica,['Q47217'],[70]
2505,es,desorden mental,['Q12135'],[111]
2506,es,desoxihemoglobina,['Q43041'],[96]
2507,es,destruccion de bibliotecas,['Q22774'],[7]
2508,es,destruccion de varsovia,['Q22796'],[11]
2509,es,destrucción de bibliotecas,['Q22774'],[7]
2510,es,destructor estelar,['Q19913'],[19]
2511,es,destructor estelar clase imperial,['Q19913'],[19]
2512,es,detariaceae,['Q44448'],[104]
2513,es,dettweiler,['Q22813'],[45]
2514,es,dettwiller,['Q22813'],[45]
2515,es,deutsch-eylau,['Q8194'],[42]
2516,es,deutsche nationalbibliothek,['Q27302'],[61]
2517,es,deutsche streitkräftebasis,['Q56017'],[15]
2518,es,deutsches fernsehen,['Q49727'],[36]
2519,es,deutsches reich,['Q7318'],[157]
2520,es,deviantart,['Q46523'],[43]
2521,es,df,['Q1489'],[237]
2522,es,dhcp,['Q11166'],[57]
2523,es,dia de amor y amistad,['Q37587'],[140]
2524,es,dia de los enamorados,['Q37587'],[140]
2525,es,dia de san valentin,['Q37587'],[140]
2526,es,dia del amor,['Q37587'],[140]
2527,es,dia internacional de la lengua materna,['Q42375'],[133]
2528,es,dia internacional del idioma materno,['Q42375'],[133]
2529,es,dia mundial de la diabetes,['Q26466'],[47]
2530,es,diana ziliute,['Q44125'],[20]
2531,es,diana ziliutė,['Q44125'],[20]
2532,es,diana ziliūte,['Q44125'],[20]
2533,es,diana ziliūtė,['Q44125'],[20]
2534,es,diana žiliute,['Q44125'],[20]
2535,es,diana žiliutė,['Q44125'],[20]
2536,es,diana žiliūte,['Q44125'],[20]
2537,es,diana žiliūtė,['Q44125'],[20]
2538,es,dianthus hinoxianus,"['Q25314', 'Q27133']","[127, 75]"
2539,es,diccionario klingon,['Q10134'],[82]
2540,es,dictadura,['Q317'],[156]
2541,es,dictadura civico militar de uruguay,['Q32162'],[10]
2542,es,dictadura civico militar de uruguay 1973 1985,['Q32162'],[10]
2543,es,dictadura civico militar de uruguay 1973-1985,['Q32162'],[10]
2544,es,dictadura civico militar en uruguay,['Q32162'],[10]
2545,es,dictadura civico-militar de uruguay,['Q32162'],[10]
2546,es,dictadura civico-militar de uruguay 1973-1985,['Q32162'],[10]
2547,es,dictadura civico-militar en uruguay,['Q32162'],[10]
2548,es,dictadura cívico militar de uruguay,['Q32162'],[10]
2549,es,dictadura cívico militar de uruguay 1973 1985,['Q32162'],[10]
2550,es,dictadura cívico militar de uruguay 1973-1985,['Q32162'],[10]
2551,es,dictadura cívico militar en uruguay,['Q32162'],[10]
2552,es,dictadura cívico-militar de uruguay,['Q32162'],[10]
2553,es,dictadura cívico-militar de uruguay 1973-1985,['Q32162'],[10]
2554,es,dictadura cívico-militar en uruguay,['Q32162'],[10]
2555,es,dictadura de 1973 1985,['Q32162'],[10]
2556,es,dictadura de 1973-1985,['Q32162'],[10]
2557,es,dictaduria,['Q317'],[156]
2558,es,dieciocho,['Q38712'],[110]
2559,es,diego rodriguez de silva velazquez,['Q297'],[150]
2560,es,diego rodríguez de silva velázquez,['Q297'],[150]
2561,es,diego velazquez,['Q297'],[150]
2562,es,diego velázquez,['Q297'],[150]
2563,es,diferencia de potencial,['Q25428'],[99]
2564,es,dilma,['Q40722'],[126]
2565,es,dilma rouseff,['Q40722'],[126]
2566,es,dilma roussef,['Q40722'],[126]
2567,es,dilma rousseff,['Q40722'],[126]
2568,es,dilma rusev,['Q40722'],[126]
2569,es,dilma vana roussef,['Q40722'],[126]
2570,es,dilma vana rousseff,['Q40722'],[126]
2571,es,dilma vana rousseff linhares,['Q40722'],[126]
2572,es,dilong,['Q27439'],[34]
2573,es,dilong paradoxus,['Q27439'],[34]
2574,es,dinamarca meridional,['Q26061'],[71]
2575,es,dinastia qin,['Q7183'],[91]
2576,es,dinastia satavajana,['Q5257'],[40]
2577,es,dinastía qin,['Q7183'],[91]
2578,es,dinastía satavájana,['Q5257'],[40]
2579,es,dingalan,['Q53087'],[22]
2580,es,dingalán,['Q53087'],[22]
2581,es,dingo,['Q38584'],[85]
2582,es,dingo americano,['Q37721'],[18]
2583,es,dionisiaca,['Q41680'],[94]
2584,es,dionisiaco,['Q41680'],[94]
2585,es,dionisio,['Q41680'],[94]
2586,es,dioniso,['Q41680'],[94]
2587,es,dionisos,['Q41680'],[94]
2588,es,dionisíaca,['Q41680'],[94]
2589,es,dionisíaco,['Q41680'],[94]
2590,es,dionysus,['Q41680'],[94]
2591,es,diosa ceres,['Q32102'],[68]
2592,es,discografica,['Q18127'],[61]
2593,es,disimulacion,['Q39293'],[9]
2594,es,disimulación,['Q39293'],[9]
2595,es,dispositivo de separacion del trafico,['Q9699'],[8]
2596,es,dispositivo de separación del tráfico,['Q9699'],[8]
2597,es,districto de sukabumi,['Q10381'],[13]
2598,es,distrito de buldana,['Q47929'],[32]
2599,es,distrito de ebersberg,['Q10541'],[44]
2600,es,distrito de ostalbkreis,['Q8522'],[40]
2601,es,distrito federal,['Q1489'],[237]
2602,es,division de agra,['Q41277'],[19]
2603,es,division de yangon,['Q37995'],[140]
2604,es,división de agra,['Q41277'],[19]
2605,es,división de yangon,['Q37995'],[140]
2606,es,djibril cisse,['Q1936'],[52]
2607,es,djibril cissé,['Q1936'],[52]
2608,es,djudezmo,['Q36196'],[83]
2609,es,doce hombres en pugna,['Q2345'],[70]
2610,es,doce hombres sin piedad,['Q2345'],[70]
2611,es,doctor,['Q34359'],[20]
2612,es,documento,['Q49848'],[77]
2613,es,dogo alemán,['Q5414'],[58]
2614,es,dolabrifolia,['Q21139'],[26]
2615,es,dolar de las islas salomon,['Q4597'],[44]
2616,es,dolar de las islas salomón,['Q4597'],[44]
2617,es,dolar salomonense,['Q4597'],[44]
2618,es,dolk,['Q44881'],[6]
2619,es,dominio de terranova,['Q38610'],[32]
2620,es,dominio publico,['Q19652'],[102]
2621,es,dominio público,['Q19652'],[102]
2622,es,domino,['Q32907'],[72]
2623,es,dominó,['Q32907'],[72]
2624,es,don pelayo,['Q14655'],[48]
2625,es,don't take away my heart,['Q37465'],[8]
2626,es,donald franciszek tusk,['Q946'],[98]
2627,es,donald tusk,['Q946'],[98]
2628,es,donatello,['Q37562'],[102]
2629,es,donato de betto bardi,['Q37562'],[102]
2630,es,donato di betto bardi,['Q37562'],[102]
2631,es,donato di niccolo di betto bardi,['Q37562'],[102]
2632,es,donato di niccolò di betto bardi,['Q37562'],[102]
2633,es,donets'k,['Q43070'],[149]
2634,es,donetsk,['Q43070'],[149]
2635,es,donetz,['Q43070'],[149]
2636,es,donostia gipuzkoa basket club,['Q54924'],[18]
2637,es,don’t take away my heart,['Q37465'],[8]
2638,es,dorothee pullinger,['Q49282'],[5]
2639,es,dorothy crowfoot hodgkin,['Q7487'],[93]
2640,es,dorothy hodgkin,['Q7487'],[93]
2641,es,dorothy mary crowfoot hodgkin,['Q7487'],[93]
2642,es,dorothée pullinger,['Q49282'],[5]
2643,es,dosis letal,['Q21136'],[32]
2644,es,dougga,['Q32378'],[37]
2645,es,douglas adams,['Q42'],[120]
2646,es,douglas noel adams,['Q42'],[120]
2647,es,douglas noël adams,['Q42'],[120]
2648,es,dover,['Q33518'],[120]
2649,es,dover (delaware),['Q33518'],[120]
2650,es,downtown manhattan,['Q11253'],[39]
2651,es,dracon,['Q28626'],[48]
2652,es,draconiana,['Q28626'],[48]
2653,es,draconiano,['Q28626'],[48]
2654,es,dracón,['Q28626'],[48]
2655,es,drittes reich,['Q7318'],[157]
2656,es,dubnio,['Q1232'],[130]
2657,es,dubrovka,['Q29727'],[24]
2658,es,dubrowka,['Q29727'],[24]
2659,es,ducado de schleswig,['Q26167'],[41]
2660,es,ducto de basura,['Q19808'],[10]
2661,es,duende,['Q5363'],[13]
2662,es,duli yang maha mulia sultan ahmad tajuddin akhazul khairi waddien ibni almarhum sir sultan mohammad jamalul alam ii,['Q40111'],[14]
2663,es,duquesa de lugo,['Q54386'],[38]
2664,es,durham,['Q49229'],[70]
2665,es,durham (carolina del norte),['Q49229'],[70]
2666,es,dusambe,['Q9365'],[163]
2667,es,dusambé,['Q9365'],[163]
2668,es,dustin hoffman,['Q42930'],[104]
2669,es,dustin lee hoffman,['Q42930'],[104]
2670,es,dwayne carter,['Q15615'],[69]
2671,es,dwayne michael carter jr.,['Q15615'],[69]
2672,es,dynamic host configuration protocol espolsa,['Q11166'],[57]
2673,es,década de 1590,['Q48595'],[88]
2674,es,década de 1900,['Q36574'],[102]
2675,es,década de 1910,['Q36585'],[109]
2676,es,década de 350,['Q30926'],[76]
2677,es,déndera,['Q29019'],[43]
2678,es,département de l'aisne,['Q3093'],[102]
2679,es,département du nord,['Q12661'],[97]
2680,es,dëne suline,['Q27692'],[22]
2681,es,dëne suliné,['Q27692'],[22]
2682,es,día de amor y amistad,['Q37587'],[140]
2683,es,día de la niñez,['Q37081'],[79]
2684,es,día de la niñez y la recreación,['Q37081'],[79]
2685,es,día de los enamorados,['Q37587'],[140]
2686,es,día de san valentin,['Q37587'],[140]
2687,es,día de san valentín,['Q37587'],[140]
2688,es,día de todos los santos,['Q587'],[89]
2689,es,día del amor,['Q37587'],[140]
2690,es,día del niño los aman,['Q37081'],[79]
2691,es,día internacional de la lengua materna,['Q42375'],[133]
2692,es,día internacional del idioma materno,['Q42375'],[133]
2693,es,día mundial de la diabetes,['Q26466'],[47]
2694,es,dólar de las islas salomón,['Q4597'],[44]
2695,es,dólar salomonense,['Q4597'],[44]
2696,es,dürkheim,['Q22901'],[42]
2697,es,e salud,['Q4930'],[20]
2698,es,e t a,['Q42814'],[95]
2699,es,e-salud,['Q4930'],[20]
2700,es,e.t.a,['Q42814'],[95]
2701,es,e.t.a.,['Q42814'],[95]
2702,es,eagle,['Q29251'],[65]
2703,es,earth wind & fire,['Q28974'],[42]
2704,es,earth wind and fire,['Q28974'],[42]
2705,es,"earth, wind & fire",['Q28974'],[42]
2706,es,"earth, wind and fire",['Q28974'],[42]
2707,es,eastern athletic association,['Q32472'],[8]
2708,es,eau,['Q878'],[288]
2709,es,eazy e,['Q36804'],[50]
2710,es,eazy-e,['Q36804'],[50]
2711,es,eazy-e nwa,['Q36804'],[50]
2712,es,ebersberg,['Q10541'],[44]
2713,es,"ebert, patrick",['Q27572'],[27]
2714,es,ebola,['Q51993'],[141]
2715,es,ebro,['Q10965'],[85]
2716,es,ec,['Q41113'],[91]
2717,es,echigey,['Q46995'],[37]
2718,es,ecj,['Q49989'],[51]
2719,es,ecologia,['Q7150'],[210]
2720,es,ecología,['Q7150'],[210]
2721,es,economia del trabajo,['Q28161'],[47]
2722,es,economia laboral,['Q28161'],[47]
2723,es,economía del trabajo,['Q28161'],[47]
2724,es,economía laboral,['Q28161'],[47]
2725,es,ecosistema,['Q37813'],[111]
2726,es,ecosistemas,['Q37813'],[111]
2727,es,ecuacion algebraica,['Q50698'],[37]
2728,es,ecuacion parametrica,['Q35889'],[32]
2729,es,ecuacion paramétrica,['Q35889'],[32]
2730,es,ecuaciones parametricas,['Q35889'],[32]
2731,es,ecuaciones paramétricas,['Q35889'],[32]
2732,es,ecuación algebraica,['Q50698'],[37]
2733,es,ecuación parametrica,['Q35889'],[32]
2734,es,ecuación paramétrica,['Q35889'],[32]
2735,es,ecutigny,['Q16232'],[39]
2736,es,edad neolítica,['Q36422'],[117]
2737,es,edgar allan poe,['Q16867'],[205]
2738,es,edmonton,['Q2096'],[127]
2739,es,edmonton (alberta),['Q2096'],[127]
2740,es,edno,['Q43971'],[21]
2741,es,edno cunha,['Q43971'],[21]
2742,es,edno roberto cunha,['Q43971'],[21]
2743,es,eduardo galeano,['Q44575'],[68]
2744,es,eduardo german maria hughes galeano,['Q44575'],[68]
2745,es,eduardo germán maría hughes galeano,['Q44575'],[68]
2746,es,eduardo hughes galeano,['Q44575'],[68]
2747,es,eduardo jenner,['Q40852'],[109]
2748,es,educacion en flandes,['Q24926'],[2]
2749,es,educacion musical,['Q27908'],[26]
2750,es,educación en flandes,['Q24926'],[2]
2751,es,educación musical,['Q27908'],[26]
2752,es,edward jenner,['Q40852'],[109]
2753,es,edwin m mcmillan,['Q19009'],[61]
2754,es,edwin m. mcmillan,['Q19009'],[61]
2755,es,edwin mattison mcmillan,['Q19009'],[61]
2756,es,edwin mcmillan,['Q19009'],[61]
2757,es,egeon,['Q17762'],[42]
2758,es,egeón,['Q17762'],[42]
2759,es,egipinos,['Q25510'],[88]
2760,es,egoli,['Q34647'],[169]
2761,es,egolzwil,['Q14589'],[26]
2762,es,egon leo adolf schiele,['Q44032'],[70]
2763,es,egon schiele,['Q44032'],[70]
2764,es,eigoltiswile,['Q14589'],[26]
2765,es,eike batista,['Q30865'],[19]
2766,es,eike fuhrken batista da silva,['Q30865'],[19]
2767,es,eindhoven fútbol club,['Q11938'],[79]
2768,es,eithad stadium,['Q48159'],[62]
2769,es,eithne padraigin ni bhraonain,['Q38257'],[113]
2770,es,eithne patricia ni bhraonain,['Q38257'],[113]
2771,es,eithne patricia ní bhraonáin,['Q38257'],[113]
2772,es,eithne pádraigín ní bhraonáin,['Q38257'],[113]
2773,es,ejercito de campo,['Q51977'],[41]
2774,es,ejército,['Q51977'],[41]
2775,es,ejército de campaña,['Q51977'],[41]
2776,es,ejército de campo,['Q51977'],[41]
2777,es,eka-radio,['Q1146'],[45]
2778,es,el atlas de las nubes,['Q40205'],[28]
2779,es,el castillo ambulante,['Q29011'],[66]
2780,es,el castillo andante,['Q29011'],[66]
2781,es,el chaco,['Q44757'],[78]
2782,es,el doctor,['Q34359'],[20]
2783,es,el estado de la hospitalidad,['Q1494'],[212]
2784,es,el estado de magnolia,['Q1494'],[212]
2785,es,el fenix,['Q10441'],[78]
2786,es,el gamper,['Q17475'],[22]
2787,es,el havre,['Q42810'],[114]
2788,es,el increible castillo vagabundo,['Q29011'],[66]
2789,es,el increíble castillo vagabundo,['Q29011'],[66]
2790,es,el internet,['Q75'],[273]
2791,es,el mausoleo de halicarnaso,['Q45368'],[87]
2792,es,el nigromante,['Q2281'],[57]
2793,es,el pitufisimo,['Q29181'],[5]
2794,es,el pitufísimo,['Q29181'],[5]
2795,es,el principe rana,['Q11850'],[40]
