,entity_lang,entity_txt,entity_ids,sitelinks
1653,en,barisava,['Q19313'],[63]
1654,en,barkul,"['Q34967', 'Q34967']","[5, 5]"
1655,en,barkul language,['Q34967'],[5]
1656,en,barlig,['Q35975'],[22]
1657,en,"barlig, mountain province",['Q35975'],[22]
1658,en,barmisano,['Q9348'],[48]
1659,en,barn owl,['Q25317'],[99]
1660,en,barnard's star,['Q14268'],[56]
1661,en,barnes county,['Q28308'],[39]
1662,en,"barnes county, nd",['Q28308'],[39]
1663,en,"barnes county, north dakota",['Q28308'],[39]
1664,en,barnowl,['Q25317'],[99]
1665,en,baron,['Q9044'],[48]
1666,en,baron de montesquieu,['Q15975'],[145]
1667,en,baron jones of birmingham,['Q24039'],[7]
1668,en,barone canavese,['Q9044'],[48]
1669,en,baroque pop,['Q46046'],[32]
1670,en,baroque rock,['Q46046'],[32]
1671,en,barracuda,['Q14045'],[64]
1672,en,barred tooth-striped moth,['Q25816'],[9]
1673,en,barrister,['Q40348'],[137]
1674,en,bartolomeo coghetto,['Q5558'],[2]
1675,en,barwon heads airport,['Q17907'],[4]
1676,en,barys kit,['Q45305'],[19]
1677,en,barysavas,['Q19313'],[63]
1678,en,barysaw,['Q19313'],[63]
1679,en,barysaw (belarus),['Q19313'],[63]
1680,en,barysaŭ,['Q19313'],[63]
1681,en,baryssau,['Q19313'],[63]
1682,en,bascape,['Q40828'],[48]
1683,en,bascapè,['Q40828'],[48]
1684,en,bascara,['Q11232'],[36]
1685,en,base 021,['Q3913'],[97]
1686,en,bashkiria,['Q5710'],[141]
1687,en,bashkiriya,['Q5710'],[141]
1688,en,bashkortostan,['Q5710'],[141]
1689,en,basho,['Q5676'],[185]
1690,en,bashô,['Q5676'],[185]
1691,en,bashō,['Q5676'],[185]
1692,en,basic,['Q42979'],[89]
1693,en,basic programming language,['Q42979'],[89]
1694,en,basilan,['Q13737'],[49]
1695,en,basilica of our lady,['Q51175'],[37]
1696,en,basilica of saint peter,['Q12512'],[114]
1697,en,basilica of santa maria novella,['Q51175'],[37]
1698,en,basket ferentino,['Q50200'],[4]
1699,en,basque fatherland and freedom (eta),['Q42814'],[95]
1700,en,bassari,['Q35098'],[15]
1701,en,bassari language,['Q35098'],[15]
1702,en,bassari-tanda,['Q35098'],[15]
1703,en,basse-yutz,['Q21983'],[42]
1704,en,bastenas,['Q48151'],[38]
1705,en,bastennes,['Q48151'],[38]
1706,en,bata,['Q31873'],[21]
1707,en,batangas,['Q13744'],[44]
1708,en,bati,['Q34944'],[7]
1709,en,bati (cameroon),['Q34944'],[7]
1710,en,bati language,['Q34944'],[7]
1711,en,battle of bagradas,['Q6891'],[23]
1712,en,battle of bagradas plains,['Q6891'],[23]
1713,en,battle of stalingrad,['Q38789'],[105]
1714,en,battle of tunis,['Q6891'],[23]
1715,en,battlefront,['Q54862'],[23]
1716,en,battlefront 1,['Q54862'],[23]
1717,en,baudelaire,['Q501'],[172]
1718,en,bawm,['Q56765'],[9]
1719,en,bawm chin,['Q56765'],[9]
1720,en,bawm language,['Q56765'],[9]
1721,en,bay state,['Q771'],[220]
1722,en,bc,['Q49118'],[34]
1723,en,bc lietuvos rytas,['Q46942'],[27]
1724,en,bc rytas,['Q46942'],[27]
1725,en,bcafc,['Q48879'],[43]
1726,en,bcn,['Q56973'],[53]
1727,en,bcs,['Q46508'],[96]
1728,en,bd +7°1055,['Q12124'],[90]
1729,en,bdo,['Q49249'],[19]
1730,en,be,"['Q31', 'Q31', 'Q9091']","[347, 347, 173]"
1731,en,beak,['Q31528'],[91]
1732,en,beal feirste,['Q10686'],[152]
1733,en,bean bag chair,['Q55698'],[22]
1734,en,beanbag chair,['Q55698'],[22]
1735,en,beata,['Q51619'],[26]
1736,en,beata angelica da fiesole,['Q5664'],[69]
1737,en,beata da fiesole,['Q5664'],[69]
1738,en,beato (fra),['Q5664'],[69]
1739,en,beato angelico,['Q5664'],[69]
1740,en,beato angelico da fiesole,['Q5664'],[69]
1741,en,beato fra angelico,['Q5664'],[69]
1742,en,beato gio. angelo da fiesole,['Q5664'],[69]
1743,en,beato gio. angelo di fiesole,['Q5664'],[69]
1744,en,beato gio: angelico,['Q5664'],[69]
1745,en,beato gio: angelico da fiesole,['Q5664'],[69]
1746,en,beato giov. angelico,['Q5664'],[69]
1747,en,beato giovanni,['Q5664'],[69]
1748,en,beato giovanni angelico domenicano,['Q5664'],[69]
1749,en,beauty quark,['Q6786'],[47]
1750,en,beaver eater,['Q14334'],[98]
1751,en,bedmond,['Q19174'],[6]
1752,en,"bedmond, hertfordshire",['Q19174'],[6]
1753,en,beer,['Q24227'],[12]
1754,en,beer crater,['Q24227'],[12]
1755,en,beer hall putsch,['Q36749'],[61]
1756,en,beervana,['Q6106'],[133]
1757,en,beethoven's 9th,['Q11989'],[62]
1758,en,beethoven's 9th symphony,['Q11989'],[62]
1759,en,beethoven's ninth,['Q11989'],[62]
1760,en,beginners’ all-purpose symbolic instruction code,['Q42979'],[89]
1761,en,behramji malabari,['Q45979'],[11]
1762,en,behramji merwanji malabari,['Q45979'],[11]
1763,en,bei yu ming,['Q46868'],[90]
1764,en,beierzhijin asujiba,['Q8653'],[23]
1765,en,beijing-hangzhou grand canal,['Q31347'],[64]
1766,en,beizhan station,['Q43647'],[3]
1767,en,bel,"['Q31', 'Q9091']","[347, 173]"
1768,en,belanda bor,['Q56678'],[7]
1769,en,belanda bor language,['Q56678'],[7]
1770,en,belarmino maria austregesilo augusto de athayde,['Q12087'],[8]
1771,en,belarmino maria austregésilo augusto de athayde,['Q12087'],[8]
1772,en,belarus language,['Q9091'],[173]
1773,en,belarusan language,['Q9091'],[173]
1774,en,belarusian,['Q9091'],[173]
1775,en,belarusian language,['Q9091'],[173]
1776,en,belarussian language,['Q9091'],[173]
1777,en,belasquez,['Q297'],[150]
1778,en,belazquez,['Q297'],[150]
1779,en,belfast,['Q10686'],[152]
1780,en,"belfast, ireland",['Q10686'],[152]
1781,en,belgien,['Q31'],[347]
1782,en,belgique,['Q31'],[347]
1783,en,belgium,['Q31'],[347]
1784,en,belgië,['Q31'],[347]
1785,en,belgorod oblast,['Q3329'],[116]
1786,en,belgorod oblast (russia),['Q3329'],[116]
1787,en,beli,['Q56821'],[8]
1788,en,beli (sudan),['Q56821'],[8]
1789,en,beli language,['Q56821'],[8]
1790,en,belief,['Q34394'],[82]
1791,en,bell,['Q34286'],[145]
1792,en,bellatrix,['Q13066'],[51]
1793,en,bellis,"['Q27583', 'Q27583']","[48, 48]"
1794,en,belorusian language,['Q9091'],[173]
1795,en,belorussian language,['Q9091'],[173]
1796,en,ben,['Q44553'],[22]
1797,en,ben franklin,['Q34969'],[194]
1798,en,ben hulse highway,['Q19183'],[8]
1799,en,benetusser,['Q23012'],[33]
1800,en,benetússer,['Q23012'],[33]
1801,en,bengkulu,['Q1890'],[66]
1802,en,bengkulu province,['Q1890'],[66]
1803,en,benina airport,['Q44553'],[22]
1804,en,benina international airport,['Q44553'],[22]
1805,en,benjamin franklin,['Q34969'],[194]
1806,en,benjamin harrison,['Q35678'],[129]
1807,en,benson county,['Q28292'],[40]
1808,en,"benson county, nd",['Q28292'],[40]
1809,en,"benson county, north dakota",['Q28292'],[40]
1810,en,bentley,['Q27224'],[59]
1811,en,bentley motors,['Q27224'],[59]
1812,en,bentresh stela,['Q19283'],[8]
1813,en,berba,['Q34961'],[8]
1814,en,berba language,['Q34961'],[8]
1815,en,bercher,['Q52256'],[21]
1816,en,bercher vd,['Q52256'],[21]
1817,en,bergognone,['Q7789'],[12]
1818,en,bergstraße (district),['Q7917'],[42]
1819,en,berks,['Q23220'],[90]
1820,en,berkshire,['Q23220'],[90]
1821,en,berlin conference,['Q13582'],[53]
1822,en,berlin international film festival 1984,['Q32166'],[8]
1823,en,berlin recycling volleys,['Q4568'],[10]
1824,en,berlin tegel airport,['Q9688'],[52]
1825,en,berlin-tegel airport,['Q9688'],[52]
1826,en,bernard stanley bilk,['Q45610'],[25]
1827,en,bernard william jewry,['Q51139'],[15]
1828,en,berom,['Q35013'],[12]
1829,en,berom language,['Q35013'],[12]
1830,en,berra helene amalia riefenstahl,['Q55415'],[85]
1831,en,bertholite,['Q688'],[165]
1832,en,bertil wennergren,['Q12844'],[14]
1833,en,bertilo wennergren,['Q12844'],[14]
1834,en,berxon,['Q42156'],[129]
1835,en,beta aquarii,['Q13243'],[27]
1836,en,beta arietis,['Q13215'],[29]
1837,en,beta cassiopeiae,['Q13594'],[28]
1838,en,beta persei,['Q13080'],[62]
1839,en,beta-ketopropane,['Q49546'],[74]
1840,en,betelgeuse,['Q12124'],[90]
1841,en,beth ditto,['Q12827'],[33]
1842,en,bethlehem,['Q31732'],[55]
1843,en,beti,['Q35118'],[11]
1844,en,beti language,['Q35118'],[11]
1845,en,bettahalasoor,['Q43705'],[3]
1846,en,bettahalasur,['Q43705'],[3]
1847,en,beyries,['Q48118'],[36]
1848,en,bezirk rostock,['Q48098'],[14]
1849,en,bezirk schwerin,['Q48101'],[16]
1850,en,bezirk suhl,['Q48106'],[14]
1851,en,bezirksklasse,['Q44151'],[6]
1852,en,bezirksliga,['Q44151'],[6]
1853,en,bfc,['Q18310'],[9]
1854,en,bg,['Q7918'],[182]
1855,en,bgp,['Q11155'],[40]
1856,en,bgy. poblacion,['Q37567'],[4]
1857,en,bh,"['Q398', 'Q33268']","[284, 68]"
1858,en,bhagavad gita,['Q46802'],[119]
1859,en,bhagavadgita,['Q46802'],[119]
1860,en,bhairav,['Q11378'],[129]
1861,en,bho,['Q33268'],[68]
1862,en,bhojpuri,['Q33268'],[68]
1863,en,bhojpuri language,['Q33268'],[68]
1864,en,bhola,['Q11378'],[129]
1865,en,bhutia,['Q35285'],[33]
1866,en,biali,['Q34961'],[8]
1867,en,bianze,['Q24873'],[48]
1868,en,bianzè,['Q24873'],[48]
1869,en,biberach,['Q16069'],[55]
1870,en,biberach an der riss,['Q16069'],[55]
1871,en,biberach an der riß,['Q16069'],[55]
1872,en,biberach an der riß (germany),['Q16069'],[55]
1873,en,biberach/riß,['Q16069'],[55]
1874,en,biblical magi,['Q51671'],[78]
1875,en,bidone,['Q18403'],[20]
1876,en,biebermühler castle,['Q22577'],[4]
1877,en,bielarusian,['Q9091'],[173]
1878,en,bielorusian,['Q9091'],[173]
1879,en,bielorussian,['Q9091'],[173]
1880,en,bien hoa,['Q19316'],[79]
1881,en,bienbohaire,['Q17923'],[34]
1882,en,bienboire,['Q17923'],[34]
1883,en,big boy rocket,['Q17411'],[10]
1884,en,big n,['Q8093'],[106]
1885,en,big oily men,['Q4270'],[46]
1886,en,big shell,['Q48842'],[22]
1887,en,big van vader,['Q26848'],[25]
1888,en,big verevo,['Q50574'],[4]
1889,en,bilen,['Q56491'],[20]
1890,en,bilin,['Q56491'],[20]
1891,en,bilingual sign,['Q29079'],[19]
1892,en,bill,['Q31528'],[91]
1893,en,bill a. anders,['Q19242'],[52]
1894,en,bill anders,['Q19242'],[52]
1895,en,bill murray,['Q29250'],[86]
1896,en,bill raisch,['Q14972'],[9]
1897,en,bimal da,['Q55405'],[25]
1898,en,bimal roy,['Q55405'],[25]
1899,en,binary number,['Q3913'],[97]
1900,en,binary numeral system,['Q3913'],[97]
1901,en,binyenei hauma,['Q33224'],[27]
1902,en,bioley-magnoux,['Q52263'],[20]
1903,en,bioley-magnoux vd,['Q52263'],[20]
1904,en,biological organism,['Q7239'],[155]
1905,en,biot,['Q43448'],[104]
1906,en,biratnagar,['Q8247'],[46]
1907,en,bird,['Q26120'],[6]
1908,en,bird beak,['Q31528'],[91]
1909,en,bird bill,['Q31528'],[91]
1910,en,birds of prey,['Q25370'],[76]
1911,en,birman cat,['Q42563'],[39]
1912,en,birobidzhan,['Q7769'],[90]
1913,en,birobidzshan,['Q7769'],[90]
1914,en,bishnupriya,['Q37059'],[54]
1915,en,bishnupriya manipuri,['Q37059'],[54]
1916,en,bishnupriya manipuri language,['Q37059'],[54]
1917,en,bishopric of frejus,['Q24049'],[12]
1918,en,bishopric of frejus-toulon,['Q24049'],[12]
1919,en,bishopric of fréjus,['Q24049'],[12]
1920,en,bishopric of fréjus-toulon,['Q24049'],[12]
1921,en,bispectral infrared detector,['Q26120'],[6]
1922,en,bitstream,['Q45600'],[10]
1923,en,bitstream inc.,['Q45600'],[10]
1924,en,bittern,['Q25709'],[88]
1925,en,biên hòa,['Q19316'],[79]
1926,en,bjorn lindemann,['Q25718'],[11]
1927,en,björn lindemann,['Q25718'],[11]
1928,en,black lotus,['Q47306'],[11]
1929,en,black polecat,['Q26582'],[81]
1930,en,black powder,['Q12861'],[119]
1931,en,black redstart,"['Q26755', 'Q26755']","[74, 74]"
1932,en,black-cheeked waxbill,['Q56899'],[24]
1933,en,black-nest swiftlet,"['Q27459', 'Q27459']","[30, 30]"
1934,en,blackmore's rainbow,['Q16005'],[46]
1935,en,blake edwards,['Q56093'],[50]
1936,en,blessed john paul i,['Q37278'],[121]
1937,en,blin,['Q56491'],[20]
1938,en,blin language,['Q56491'],[20]
1939,en,blind lemon jefferson,['Q45001'],[27]
1940,en,blood group,['Q47657'],[93]
1941,en,blood type,['Q47657'],[93]
1942,en,bloody caesar,['Q29288'],[9]
1943,en,bloom,['Q506'],[221]
1944,en,bloomberg,['Q13977'],[46]
1945,en,bloomberg l.p.,['Q13977'],[46]
1946,en,bloomberg television,['Q13975'],[23]
1947,en,bloomberg tv,['Q13975'],[23]
1948,en,blossom (l58102),['Q506'],[221]
1949,en,blythe danner,['Q40064'],[35]
1950,en,blythe katherine danner,['Q40064'],[35]
1951,en,blümchenkaffee,['Q22862'],[5]
1952,en,bo-rukul,['Q34967'],[5]
1953,en,boarhound,['Q5414'],[58]
1954,en,bob hewitt,['Q52453'],[25]
1955,en,bob rose,['Q3263'],[4]
1956,en,bob wilkie,['Q45553'],[13]
1957,en,bobby rose,['Q3263'],[4]
1958,en,bobe,['Q41477'],[24]
1959,en,bodo airport,"['Q39164', 'Q39164']","[22, 22]"
1960,en,bodø airport,['Q39164'],[22]
1961,en,bodø lufthavn,['Q39164'],[22]
1962,en,boeing 747-8,['Q8791'],[39]
1963,en,boeing 747-8i,['Q8791'],[39]
1964,en,boeing f-15,['Q29251'],[65]
1965,en,boguslaw linda,['Q55366'],[20]
1966,en,bogusław linda,['Q55366'],[20]
1967,en,bohaire,['Q17923'],[34]
1968,en,bohol,['Q13752'],[60]
1969,en,boiss.,['Q34430'],[28]
1970,en,boissonneau,['Q17959'],[9]
1971,en,boki,['Q35087'],[7]
1972,en,boki language,['Q35087'],[7]
1973,en,boko,['Q34983'],[9]
1974,en,boko (benin),['Q34983'],[9]
1975,en,boko language,['Q34983'],[9]
1976,en,boksitogorskiy rayon,['Q7657'],[27]
1977,en,boksitogorsky district,['Q7657'],[27]
1978,en,bokyi,['Q35087'],[7]
1979,en,bol'shoe rejzino,['Q50576'],[4]
1980,en,boleslav,['Q53443'],[26]
1981,en,"boleslaw v, duke of cracow",['Q53443'],[26]
1982,en,bolesław v the chaste,['Q53443'],[26]
1983,en,bolshoye reyzino,['Q50576'],[4]
1984,en,bolshoye verevo,['Q50574'],[4]
1985,en,bombana,['Q15356'],[14]
1986,en,bombana regency,['Q15356'],[14]
1987,en,bombus,['Q25407'],[105]
1988,en,bombycidae,['Q30576'],[40]
1989,en,bondowoso,['Q11076'],[15]
1990,en,bondowoso regency,['Q11076'],[15]
1991,en,bonn,['Q586'],[151]
1992,en,"bonn, germany",['Q586'],[151]
1993,en,bonnet,['Q27206'],[21]
1994,en,bonniera,['Q21139'],[26]
1995,en,bono,['Q34831'],[19]
1996,en,bono dialect,['Q34831'],[19]
1997,en,bono twi,['Q34831'],[19]
1998,en,bontoc,['Q36025'],[27]
1999,en,"bontoc, mountain province",['Q36025'],[27]
2000,en,boo,"['Q8667', 'Q34983', 'Q39164']","[89, 9, 22]"
2001,en,book of psalms,['Q41064'],[127]
2002,en,boomer,['Q4270'],[46]
2003,en,boon,['Q56616'],[7]
2004,en,boon language,['Q56616'],[7]
2005,en,border gateway protocol,['Q11155'],[40]
2006,en,borgaro torinese,['Q9057'],[49]
2007,en,borghi,['Q9057'],[49]
2008,en,borgognone,['Q7789'],[12]
2009,en,borikén,['Q1183'],[206]
2010,en,borinquen,['Q1183'],[206]
2011,en,boriquén,['Q1183'],[206]
2012,en,boris sket,['Q5345'],[6]
2013,en,boris uladzimiravich kit,['Q45305'],[19]
2014,en,borisov,['Q19313'],[63]
2015,en,born,['Q16616'],[3]
2016,en,born (mountain),['Q16616'],[3]
2017,en,born again,['Q24314'],[26]
2018,en,borroloola,['Q17925'],[12]
2019,en,"borroloola, northern territory",['Q17925'],[12]
2020,en,"borroloola, northern territory, australia",['Q17925'],[12]
2021,en,borychow,['Q41883'],[12]
2022,en,borychów,['Q41883'],[12]
2023,en,boryeong,['Q42098'],[36]
2024,en,boryeong city,['Q42098'],[36]
2025,en,boryeong-si,['Q42098'],[36]
2026,en,borysów,['Q19313'],[63]
2027,en,bosque de mangle,['Q19756'],[86]
2028,en,bossost,['Q12615'],[31]
2029,en,bossòst,['Q12615'],[31]
2030,en,boston college,['Q49118'],[34]
2031,en,boston isabella stewart gardner museum,['Q49135'],[25]
2032,en,boswellic acid,['Q45816'],[4]
2033,en,boswellic acids,['Q45816'],[4]
2034,en,botanic garden of rio de janeiro,['Q45242'],[14]
2035,en,botaurus stellaris,['Q25709'],[88]
2036,en,bottom quark,['Q6786'],[47]
2037,en,boube,['Q41477'],[24]
2038,en,bouches du rhone,['Q3240'],[100]
2039,en,bouches-du-rhone,['Q3240'],[100]
2040,en,bouches-du-rhône,['Q3240'],[100]
2041,en,bourban (ou bourban-sur-veyle),['Q14964'],[45]
2042,en,bourgheim,['Q21252'],[44]
2043,en,bourke airport,['Q17526'],[8]
2044,en,bourlon's genet,['Q43208'],[27]
2045,en,bowie,['Q5383'],[126]
2046,en,box cutter,['Q23769'],[19]
2047,en,boxcutter,['Q23769'],[19]
2048,en,boötes,['Q8667'],[89]
2049,en,boötis,['Q8667'],[89]
2050,en,bpy,['Q37059'],[54]
2051,en,br,"['Q155', 'Q155']","[359, 359]"
2052,en,br deutschland,['Q183'],[378]
2053,en,br volleys,['Q4568'],[10]
2054,en,bra,"['Q155', 'Q13716']","[359, 104]"
2055,en,brac,['Q922'],[58]
2056,en,brades,['Q31006'],[54]
2057,en,brades estate,['Q31006'],[54]
2058,en,bradford,['Q48879'],[43]
2059,en,bradford city,['Q48879'],[43]
2060,en,bradford city a.f.c.,['Q48879'],[43]
2061,en,bradford city afc,['Q48879'],[43]
2062,en,bradford city association football club,['Q48879'],[43]
2063,en,brainstorm,['Q14045'],[64]
2064,en,brasil,['Q155'],[359]
2065,en,brassiere,['Q13716'],[104]
2066,en,brazil,['Q155'],[359]
2067,en,brazoria county,['Q27034'],[50]
2068,en,"brazoria county, texas",['Q27034'],[50]
2069,en,"brazoria county, tx",['Q27034'],[50]
2070,en,brač,['Q922'],[58]
2071,en,brd,['Q183'],[378]
2072,en,breesen,['Q53777'],[27]
2073,en,breesen municipality,['Q53777'],[27]
2074,en,"breesen, germany",['Q53777'],[27]
2075,en,"breesen, mecklenburg-vorpommern",['Q53777'],[27]
2076,en,"breesen, mecklenburgische seenplatte",['Q53777'],[27]
2077,en,brgy. poblacion,['Q37567'],[4]
2078,en,brian benben,['Q45168'],[18]
2079,en,brian edward benben,['Q45168'],[18]
2080,en,bridge (design pattern),['Q23802'],[26]
2081,en,bridge pattern,"['Q23802', 'Q23802']","[26, 26]"
2082,en,bridgetown,['Q6106'],[133]
2083,en,brindisi province,['Q16148'],[76]
2084,en,british aircraft corporation one-eleven,['Q6504'],[30]
2085,en,british bulldog,['Q38383'],[65]
2086,en,british indian ocean territory,['Q43448'],[104]
2087,en,british-american war,['Q26013'],[75]
2088,en,british-sudanese war,['Q31944'],[37]
2089,en,british–american war,['Q26013'],[75]
2090,en,briva,['Q6393'],[71]
2091,en,briva la galharda,['Q6393'],[71]
2092,en,brive,['Q6393'],[71]
2093,en,brive-la-gaillarde,['Q6393'],[71]
2094,en,brk,['Q17526'],[8]
2095,en,brolly,['Q41607'],[118]
2096,en,bron airport,['Q4102'],[8]
2097,en,brong,['Q34831'],[19]
2098,en,brookline,['Q49142'],[50]
2099,en,"brookline, ma",['Q49142'],[50]
2100,en,"brookline, massachusetts",['Q49142'],[50]
2101,en,brow,['Q41055'],[112]
2102,en,brown bear,['Q36341'],[130]
2103,en,brown mudfish,['Q44226'],[14]
2104,en,brown-headed gull,"['Q26064', 'Q26064']","[36, 36]"
2105,en,browneshill dolmen,['Q33313'],[8]
2106,en,brownshill dolmen,['Q33313'],[8]
2107,en,bruce lee,['Q16397'],[145]
2108,en,bruddah iz,['Q42180'],[55]
2109,en,brumath,['Q22637'],[50]
2110,en,brunei town,['Q9279'],[147]
2111,en,bruno herzog von lothringen,['Q56228'],[25]
2112,en,bruno the great,['Q56228'],[25]
2113,en,brussels griffon,['Q38889'],[30]
2114,en,brutus-le-bourg,['Q33862'],[33]
2115,en,bryanshchina,['Q2810'],[115]
2116,en,bryansk oblast,['Q2810'],[115]
2117,en,bryansk oblast (russia),['Q2810'],[115]
2118,en,bryanskaya oblast,['Q2810'],[115]
2119,en,brânsk oblast',['Q2810'],[115]
2120,en,brümath,['Q22637'],[50]
2121,en,bsb,['Q9279'],[147]
2122,en,bst,['Q6906'],[74]
2123,en,bua,['Q32928'],[8]
2124,en,bua language,['Q32928'],[8]
2125,en,bube,['Q41477'],[24]
2126,en,bubi,['Q41477'],[24]
2127,en,bubi people,['Q41477'],[24]
2128,en,buccal cavity,['Q47038'],[111]
2129,en,budweis,['Q16506'],[88]
2130,en,buk district,"['Q50393', 'Q50394', 'Q50395']","[13, 21, 12]"
2131,en,buk-gu,"['Q50393', 'Q50394', 'Q50395']","[13, 21, 12]"
2132,en,bukharan jews,['Q44949'],[30]
2133,en,bukhari jews,['Q44949'],[30]
2134,en,bukharian,['Q56469'],[27]
2135,en,bukharian jews,['Q44949'],[30]
2136,en,bukharic,['Q56469'],[27]
2137,en,bukhori,['Q56469'],[27]
2138,en,bukhori dialect,['Q56469'],[27]
2139,en,bukusu,['Q32930'],[8]
2140,en,bukusu dialect,['Q32930'],[8]
2141,en,bulgarian,['Q7918'],[182]
2142,en,bulgarian language,['Q7918'],[182]
2143,en,bulgaro,['Q40079'],[13]
2144,en,bulgarus,['Q40079'],[13]
2145,en,bull dog,['Q38383'],[65]
2146,en,bulldog,"['Q38383', 'Q38383']","[65, 65]"
2147,en,bullenbeisser,['Q38666'],[17]
2148,en,bullet,['Q52293'],[21]
2149,en,bullet vd,['Q52293'],[21]
2150,en,"bullet, switzerland",['Q52293'],[21]
2151,en,bullom so,['Q35061'],[8]
2152,en,bullom so language,['Q35061'],[8]
2153,en,bumbershoot,['Q41607'],[118]
2154,en,bumble bee,['Q25407'],[105]
2155,en,bumble-bee,['Q25407'],[105]
2156,en,bumblebee,['Q25407'],[105]
2157,en,bumhole,['Q497'],[111]
2158,en,bumin qaghan,['Q29001'],[28]
2159,en,bumper,['Q13697'],[30]
2160,en,bumın kagan,['Q29001'],[28]
2161,en,bun,['Q9394'],[130]
2162,en,buncefield,['Q19184'],[14]
2163,en,buncefield explosion,['Q19184'],[14]
2164,en,buncefield explosions,['Q19184'],[14]
2165,en,buncefield fire,['Q19184'],[14]
2166,en,bundesautobahn 113,['Q17019'],[14]
2167,en,bundesautobahn 261,['Q17038'],[11]
2168,en,bundesautobahn 37,['Q10803'],[18]
2169,en,bundesautobahn 540,['Q17057'],[9]
2170,en,bundesautobahn 542,['Q17058'],[9]
2171,en,bundesautobahn 562,['Q17065'],[11]
2172,en,bundesautobahn 6,['Q9016'],[24]
2173,en,bundesautobahn 623,['Q17073'],[9]
2174,en,bundesautobahn 63,['Q10829'],[15]
2175,en,bundesautobahn 65,['Q10833'],[15]
2176,en,bundesautobahn 659,['Q17081'],[9]
2177,en,bundesautobahn 671,['Q17083'],[11]
2178,en,bundesautobahn 73,['Q10844'],[16]
2179,en,bundesautobahn 93,['Q10848'],[18]
2180,en,bundesautobahn 94,['Q10849'],[15]
2181,en,bundesrepublik deutschland,['Q183'],[378]
2182,en,bundesstrasse 104,['Q52760'],[7]
2183,en,bundesstrasse 108,['Q52764'],[7]
2184,en,bundesstrasse 109,['Q52765'],[8]
2185,en,bundesstrasse 115,['Q52769'],[7]
2186,en,bundesstrasse 12,['Q34470'],[8]
2187,en,bundesstrasse 13,['Q34472'],[8]
2188,en,bundesstrasse 14,['Q34476'],[10]
2189,en,bundesstrasse 156,['Q52772'],[8]
2190,en,bundesstrasse 158,['Q52774'],[6]
2191,en,bundesstrasse 171,['Q52782'],[6]
2192,en,bundesstrasse 173,['Q52784'],[6]
2193,en,bundesstrasse 176,['Q52788'],[6]
2194,en,bundesstrasse 182,['Q52794'],[7]
2195,en,bundesstrasse 183,['Q52795'],[6]
2196,en,bundesstrasse 186,['Q52798'],[7]
2197,en,bundesstrasse 194,['Q52807'],[7]
2198,en,bundesstrasse 203,['Q55865'],[6]
2199,en,bundesstrasse 21,['Q34489'],[8]
2200,en,bundesstrasse 210,['Q55872'],[7]
2201,en,bundesstrasse 27,['Q34502'],[10]
2202,en,bundesstrasse 31,['Q34520'],[11]
2203,en,bundesstrasse 38,['Q34541'],[10]
2204,en,bundesstrasse 4,['Q34446'],[11]
2205,en,bundesstrasse 58,['Q47987'],[7]
2206,en,bundesstrasse 85,['Q52734'],[7]
2207,en,bundesstraße 104,['Q52760'],[7]
2208,en,bundesstraße 108,['Q52764'],[7]
2209,en,bundesstraße 109,['Q52765'],[8]
2210,en,bundesstraße 115,['Q52769'],[7]
2211,en,bundesstraße 12,['Q34470'],[8]
2212,en,bundesstraße 13,['Q34472'],[8]
2213,en,bundesstraße 14,['Q34476'],[10]
2214,en,bundesstraße 156,['Q52772'],[8]
2215,en,bundesstraße 158,['Q52774'],[6]
2216,en,bundesstraße 171,['Q52782'],[6]
2217,en,bundesstraße 173,['Q52784'],[6]
2218,en,bundesstraße 176,['Q52788'],[6]
2219,en,bundesstraße 182,['Q52794'],[7]
2220,en,bundesstraße 183,['Q52795'],[6]
2221,en,bundesstraße 186,['Q52798'],[7]
2222,en,bundesstraße 194,['Q52807'],[7]
2223,en,bundesstraße 203,['Q55865'],[6]
2224,en,bundesstraße 21,['Q34489'],[8]
2225,en,bundesstraße 210,['Q55872'],[7]
2226,en,bundesstraße 27,['Q34502'],[10]
2227,en,bundesstraße 31,['Q34520'],[11]
2228,en,bundesstraße 38,['Q34541'],[10]
2229,en,bundesstraße 4,['Q34446'],[11]
2230,en,bundesstraße 58,['Q47987'],[7]
2231,en,bundesstraße 85,['Q52734'],[7]
2232,en,bundeswehr joint support service,['Q56017'],[15]
2233,en,bung-hole,['Q497'],[111]
2234,en,bunghole,['Q497'],[111]
2235,en,bunnies,['Q9394'],[130]
2236,en,bunny,['Q9394'],[130]
2237,en,bunny rabbit,['Q9394'],[130]
2238,en,buon ma thout,['Q33469'],[46]
2239,en,buon ma thuot,['Q33469'],[46]
2240,en,buon me thuot,['Q33469'],[46]
2241,en,buonmathuot,['Q33469'],[46]
2242,en,bur ni geureudong,['Q40981'],[12]
2243,en,bur ni telong,['Q40981'],[12]
2244,en,burbank county,['Q28308'],[39]
2245,en,"burbank county, north dakota",['Q28308'],[39]
2246,en,burdon sanderson,['Q28836'],[11]
2247,en,burg steinenschloss,['Q22577'],[4]
2248,en,burgheim,['Q21252'],[44]
2249,en,burgos,['Q39368'],[24]
2250,en,burgruine steinenschloss,['Q22577'],[4]
2251,en,burgundy history,['Q25765'],[16]
2252,en,burkina faso geography,['Q39313'],[21]
2253,en,buron,['Q26640'],[30]
2254,en,burscough,['Q18310'],[9]
